-110.575452,45.634898,Anderson's Yellowstone Angler,"5256 Highway 89 South, Livingston MT 59047",,,,"{name:""",Anderson's Yellowstone Angler,""", lat:Ê",45.634898,",",lon:,-110.575452,"},","{name:""Anderson's Yellowstone Angler"", lat:Ê45.634898,lon:-110.575452},"
-114.166887,46.19946,Anglers Roost,"815 Highway 93 South, Hamilton MT 59840,          406-363-1268",,,,"{name:""",Anglers Roost,""", lat:Ê",46.19946,",",lon:,-114.166887,"},","{name:""Anglers Roost"", lat:Ê46.19946,lon:-114.166887},"
-114.209891,48.34152,Arends Flies,"514 Kokanee Circle, Columbia Falls MT 59912, 406-892-4923",,,,"{name:""",Arends Flies,""", lat:Ê",48.34152,",",lon:,-114.209891,"},","{name:""Arends Flies"", lat:Ê48.34152,lon:-114.209891},"
-111.099544,44.659883,Arricks Fly Shop,"37 Canyon Street,           West Yellowstone MT 59758,   406-646-7290",,,,"{name:""",Arricks Fly Shop,""", lat:Ê",44.659883,",",lon:,-111.099544,"},","{name:""Arricks Fly Shop"", lat:Ê44.659883,lon:-111.099544},"
-112.637603,45.212403,BackCountry Angler,"426 S Atlantic St,          Dillon MT 59725,               866-266-4974 or 406-683-3462",,,,"{name:""",BackCountry Angler,""", lat:Ê",45.212403,",",lon:,-112.637603,"},","{name:""BackCountry Angler"", lat:Ê45.212403,lon:-112.637603},"
-111.6459728,45.0718707,Beartooth Fly Fishing,"2925 Hwy 287 North, Cameron, MT 59720  406-682-7525",,,,"{name:""",Beartooth Fly Fishing,""", lat:Ê",45.0718707,",",lon:,-111.6459728,"},","{name:""Beartooth Fly Fishing"", lat:Ê45.0718707,lon:-111.6459728},"
-108.580515,45.754987,Big Bear Sports Centers,"2618 King Ave West,          Billings MT 59102,               406-652-5999",,,,"{name:""",Big Bear Sports Centers,""", lat:Ê",45.754987,",",lon:,-108.580515,"},","{name:""Big Bear Sports Centers"", lat:Ê45.754987,lon:-108.580515},"
-108.582126,45.794291,Big Sky Fly Fishers,"2424 Elizabeth St,          Billings MT 59102,             406-690-4752",,,,"{name:""",Big Sky Fly Fishers,""", lat:Ê",45.794291,",",lon:,-108.582126,"},","{name:""Big Sky Fly Fishers"", lat:Ê45.794291,lon:-108.582126},"
-108.576049,45.760884,Bighorn Fly & Tackle Shop,"485 S 24th St W,             Billings MT 59102,           406-656-8257",,,,"{name:""",Bighorn Fly & Tackle Shop,""", lat:Ê",45.760884,",",lon:,-108.576049,"},","{name:""Bighorn Fly & Tackle Shop"", lat:Ê45.760884,lon:-108.576049},"
-114.177571,46.028832,Bitterroot Fly Company,"808 1/2 N Main Street,       Darby MT 59829,              406-821-1624",,,,"{name:""",Bitterroot Fly Company,""", lat:Ê",46.028832,",",lon:,-114.177571,"},","{name:""Bitterroot Fly Company"", lat:Ê46.028832,lon:-114.177571},"
-103.283224,47.803476,Blackfoot Angler,"305 Main St, Ovendo MT 59854, 406-793-3474",,,,"{name:""",Blackfoot Angler,""", lat:Ê",47.803476,",",lon:,-103.283224,"},","{name:""Blackfoot Angler"", lat:Ê47.803476,lon:-103.283224},"
-110.563196,45.670403,Blue Ribbon Fishing Tours,"209 Blue Heron Rd, Livingston MT 59047,           406-369-0991",,,,"{name:""",Blue Ribbon Fishing Tours,""", lat:Ê",45.670403,",",lon:,-110.563196,"},","{name:""Blue Ribbon Fishing Tours"", lat:Ê45.670403,lon:-110.563196},"
-111.09952,44.664143,Blue Ribbon Flies,"305 Canyon Street,           West Yellowstone MT 59758, 406-646-7642",,,,"{name:""",Blue Ribbon Flies,""", lat:Ê",44.664143,",",lon:,-111.09952,"},","{name:""Blue Ribbon Flies"", lat:Ê44.664143,lon:-111.09952},"
-111.069231,45.710549,Bob Ward & Sons,"3011 Max Ave,            Bozeman MT 59715,           406-586-4381",,,,"{name:""",Bob Ward & Sons,""", lat:Ê",45.710549,",",lon:,-111.069231,"},","{name:""Bob Ward & Sons"", lat:Ê45.710549,lon:-111.069231},"
-114.017123,46.849604,Brady's Sportsman Surplus,"2315 Brooks,              Missoula MT 59801,           406-721-5500",,,,"{name:""",Brady's Sportsman Surplus,""", lat:Ê",46.849604,",",lon:,-114.017123,"},","{name:""Brady's Sportsman Surplus"", lat:Ê46.849604,lon:-114.017123},"
-110.568622,45.656274,Brant Oswald Fishing Service,"117 S 9th Street,            Livingston MT 59047,           406-222-8312",,,,"{name:""",Brant Oswald Fishing Service,""", lat:Ê",45.656274,",",lon:,-110.568622,"},","{name:""Brant Oswald Fishing Service"", lat:Ê45.656274,lon:-110.568622},"
-111.098299,44.660631,Bud Lilly's Trout Shop,"39 Madison Avenue,           West Yellowstone MT 59758, 800-854-9559 or 406-646-7801",,,,"{name:""",Bud Lilly's Trout Shop,""", lat:Ê",44.660631,",",lon:,-111.098299,"},","{name:""Bud Lilly's Trout Shop"", lat:Ê44.660631,lon:-111.098299},"
-110.90528,46.548331,Castle Mt Sports,"105 West Main, White Sulphur Springs MT 59645, 406-547-2330",,,,"{name:""",Castle Mt Sports,""", lat:Ê",46.548331,",",lon:,-110.90528,"},","{name:""Castle Mt Sports"", lat:Ê46.548331,lon:-110.90528},"
-113.450117,45.617779,Conover's Trading Post,"317 Highway 43 West, Wisdom MT 59761,          406-689-3272",,,,"{name:""",Conover's Trading Post,""", lat:Ê",45.617779,",",lon:,-113.450117,"},","{name:""Conover's Trading Post"", lat:Ê45.617779,lon:-113.450117},"
-113.040637,45.769444,Craig Fellin Outfitters,"8205 Elkhorn Rd,            Wise River MT 59762,      406-832-3252",,,,"{name:""",Craig Fellin Outfitters,""", lat:Ê",45.769444,",",lon:,-113.040637,"},","{name:""Craig Fellin Outfitters"", lat:Ê45.769444,lon:-113.040637},"
